;Column1.1;Column1.2;Column1.2.1;Column1.2.2;Column1.2.3;Column1.3.1;Column1.3.2;Column1.3.3;Column1.4.1;Column1.4.2;Column1.4.22;Column1.4.3;;;;
Image ret;0.001081;1.081;stereoCalib;0.033383;33.383000;colorDetect;0.012435;12.435000;udp;9.5e-05;0.095;0.046994;;;;
Image ret;0.001113;1.113;stereoCalib;0.031971;31.971000;colorDetect;0.012621;12.621000;udp;0.000101;0.101;0.045806;;;;
Image ret;0.000876;0.876;stereoCalib;0.029319;29.319000;colorDetect;0.013951;13.951000;udp;9.1e-05;0.091;0.044237;;;;
Image ret;0.001269;1.269;stereoCalib;0.053109;53.109000;colorDetect;0.027388;27.388000;udp;0.000158;0.158;0.081924;;;;
Image ret;0.001104;1.104;stereoCalib;0.05615;56.150000;colorDetect;0.01399;13.990000;udp;9.4e-05;0.094;0.071338;;;;
Image ret;0.000857;0.857;stereoCalib;0.02791;27.910000;colorDetect;0.012862;12.862000;udp;0.000101;0.101;0.04173;;;;
Image ret;0.000786;0.786;stereoCalib;0.028272;28.272000;colorDetect;0.013641;13.641000;udp;9.5e-05;0.095;0.042794;;;;
Image ret;0.000855;0.855;stereoCalib;0.029735;29.735000;colorDetect;0.014511;14.511000;udp;8.8e-05;0.088;0.045189;;;;
Image ret;0.000874;0.874;stereoCalib;0.028029;28.029000;colorDetect;0.014054;14.054000;udp;9.5e-05;0.095;0.043052;;;;
Image ret;0.000788;0.788;stereoCalib;0.02928;29.280000;colorDetect;0.013549;13.549000;udp;9.1e-05;0.091;0.043708;;;;
Image ret;0.000941;0.941;stereoCalib;0.031032;31.032000;colorDetect;0.012996;12.996000;udp;0.000102;0.102;0.045071;;;;
Image ret;0.000798;0.798;stereoCalib;0.030301;30.301000;colorDetect;0.012445;12.445000;udp;0.000115;0.115;0.043659;;;;
Image ret;0.000853;0.853;stereoCalib;0.033133;33.133000;colorDetect;0.013885;13.885000;udp;0.000114;0.114;0.047985;;;;
Image ret;0.000831;0.831;stereoCalib;0.03225;32.250000;colorDetect;0.012675;12.675000;udp;0.000102;0.102;0.045858;;;;
Image ret;0.00207;2.07;stereoCalib;0.031122;31.122000;colorDetect;0.01275;12.750000;udp;9.4e-05;0.094;0.046036;;;;
Image ret;0.000799;0.799;stereoCalib;0.029909;29.909000;colorDetect;0.0128;12.800000;udp;0.000211;0.211;0.043719;;;;
Image ret;0.000963;0.963;stereoCalib;0.029999;29.999000;colorDetect;0.014025;14.025000;udp;0.00019;0.19;0.045177;;;;
Image ret;0.000852;0.852;stereoCalib;0.028029;28.029000;colorDetect;0.014142;14.142000;udp;9.3e-05;0.093;0.043116;;;;
Image ret;0.000786;0.786;stereoCalib;0.029324;29.324000;colorDetect;0.014056;14.056000;udp;0.000711;0.711;0.044877;;;;
Image ret;0.000804;0.804;stereoCalib;0.029533;29.533000;colorDetect;0.013348;13.348000;udp;9e-05;0.09;0.043775;;;;
Image ret;0.000835;0.835;stereoCalib;0.028778;28.778000;colorDetect;0.01271;12.710000;udp;9.5e-05;0.095;0.042418;;;;
Image ret;0.000777;0.777;stereoCalib;0.031742;31.742000;colorDetect;0.012466;12.466000;udp;9.7e-05;0.097;0.045082;;;;
Image ret;0.000962;0.962;stereoCalib;0.034614;34.614000;colorDetect;0.013304;13.304000;udp;0.000118;0.118;0.048998;;;;
Image ret;0.000786;0.786;stereoCalib;0.034045;34.045000;colorDetect;0.012661;12.661000;udp;0.000105;0.105;0.047597;;;;
Image ret;0.000966;0.966;stereoCalib;0.031015;31.015000;colorDetect;0.012698;12.698000;udp;0.000103;0.103;0.044782;;;;
Image ret;0.001172;1.172;stereoCalib;0.054455;54.455000;colorDetect;0.025546;25.546000;udp;0.000148;0.148;0.081321;;;;
Image ret;0.001622;1.622;stereoCalib;0.054936;54.936000;colorDetect;0.019023;19.023000;udp;9.1e-05;0.091;0.075672;;;;
Image ret;0.000919;0.919;stereoCalib;0.029443;29.443000;colorDetect;0.012517;12.517000;udp;0.000112;0.112;0.042991;;;;
Image ret;0.000805;0.805;stereoCalib;0.029912;29.912000;colorDetect;0.013502;13.502000;udp;0.000116;0.116;0.044335;;;;
Image ret;0.000779;0.779;stereoCalib;0.029676;29.676000;colorDetect;0.013893;13.893000;udp;0.000101;0.101;0.044449;;;;
Image ret;0.00086;0.86;stereoCalib;0.0297;29.700000;colorDetect;0.013636;13.636000;udp;9.6e-05;0.096;0.044292;;;;
Image ret;0.000798;0.798;stereoCalib;0.029436;29.436000;colorDetect;0.014072;14.072000;udp;0.000118;0.118;0.044424;;;;
Image ret;0.000971;0.971;stereoCalib;0.03231;32.310000;colorDetect;0.013766;13.766000;udp;0.000117;0.117;0.047164;;;;
Image ret;0.000796;0.796;stereoCalib;0.030659;30.659000;colorDetect;0.012689;12.689000;udp;0.000114;0.114;0.044258;;;;
Image ret;0.000806;0.806;stereoCalib;0.032001;32.001000;colorDetect;0.012462;12.462000;udp;0.000127;0.127;0.045396;;;;
Image ret;0.001074;1.074;stereoCalib;0.033603;33.603000;colorDetect;0.012584;12.584000;udp;9.3e-05;0.093;0.047354;;;;
Image ret;0.000926;0.926;stereoCalib;0.0331;33.100000;colorDetect;0.012438;12.438000;udp;0.0001;0.1;0.046564;;;;
Image ret;0.000851;0.851;stereoCalib;0.028284;28.284000;colorDetect;0.013884;13.884000;udp;0.000132;0.132;0.043151;;;;
Image ret;0.00083;0.83;stereoCalib;0.030485;30.485000;colorDetect;0.012496;12.496000;udp;9.2e-05;0.092;0.043903;;;;
Image ret;0.00085;0.85;stereoCalib;0.02999;29.990000;colorDetect;0.013879;13.879000;udp;9.8e-05;0.098;0.044817;;;;
Image ret;0.0008;0.8;stereoCalib;0.028197;28.197000;colorDetect;0.016004;16.004000;udp;9.5e-05;0.095;0.045096;;;;
Image ret;0.000811;0.811;stereoCalib;0.029238;29.238000;colorDetect;0.012504;12.504000;udp;0.000123;0.123;0.042676;;;;
Image ret;0.001076;1.076;stereoCalib;0.029677;29.677000;colorDetect;0.013496;13.496000;udp;9.5e-05;0.095;0.044344;;;;
Image ret;0.000846;0.846;stereoCalib;0.029889;29.889000;colorDetect;0.015562;15.562000;udp;9e-05;0.09;0.046387;;;;
Image ret;0.000806;0.806;stereoCalib;0.030675;30.675000;colorDetect;0.027154;27.154000;udp;0.000145;0.145;0.05878;;;;
Image ret;0.00127;1.27;stereoCalib;0.053832;53.832000;colorDetect;0.024739;24.739000;udp;8.8e-05;0.088;0.079929;;;;
Image ret;0.000835;0.835;stereoCalib;0.029974;29.974000;colorDetect;0.013341;13.341000;udp;9.8e-05;0.098;0.044248;;;;
Image ret;0.000799;0.799;stereoCalib;0.02972;29.720000;colorDetect;0.013931;13.931000;udp;0.00011;0.11;0.04456;;;;
Image ret;0.000787;0.787;stereoCalib;0.030663;30.663000;colorDetect;0.012753;12.753000;udp;0.000242;0.242;0.044445;;;;
Image ret;0.000833;0.833;stereoCalib;0.032602;32.602000;colorDetect;0.012432;12.432000;udp;0.000101;0.101;0.045968;;;;
Image ret;0.002131;2.131;stereoCalib;0.029866;29.866000;colorDetect;0.014129;14.129000;udp;9e-05;0.09;0.046216;;;;
Image ret;0.000877;0.877;stereoCalib;0.02792;27.920000;colorDetect;0.012526;12.526000;udp;0.000104;0.104;0.041427;;;;
Image ret;0.000795;0.795;stereoCalib;0.029911;29.911000;colorDetect;0.013495;13.495000;udp;0.00011;0.11;0.044311;;;;
Image ret;0.00085;0.85;stereoCalib;0.029909;29.909000;colorDetect;0.013967;13.967000;udp;0.0001;0.1;0.044826;;;;
Image ret;0.000876;0.876;stereoCalib;0.02989;29.890000;colorDetect;0.014145;14.145000;udp;9.6e-05;0.096;0.045007;;;;
Image ret;0.000802;0.802;stereoCalib;0.029301;29.301000;colorDetect;0.014294;14.294000;udp;0.000115;0.115;0.044512;;;;
Image ret;0.001002;1.002;stereoCalib;0.031576;31.576000;colorDetect;0.014041;14.041000;udp;9.5e-05;0.095;0.046714;;;;
Image ret;0.000824;0.824;stereoCalib;0.02922;29.220000;colorDetect;0.013726;13.726000;udp;0.000125;0.125;0.043895;;;;
Image ret;0.000795;0.795;stereoCalib;0.03296;32.960000;colorDetect;0.012777;12.777000;udp;0.000101;0.101;0.046633;;;;
Image ret;0.001214;1.214;stereoCalib;0.033961;33.961000;colorDetect;0.013849;13.849000;udp;0.000122;0.122;0.049146;;;;
Image ret;0.000871;0.871;stereoCalib;0.029389;29.389000;colorDetect;0.012434;12.434000;udp;0.000124;0.124;0.042818;;;;
Image ret;0.001108;1.108;stereoCalib;0.03002;30.020000;colorDetect;0.014223;14.223000;udp;0.000178;0.178;0.045529;;;;
Image ret;0.000788;0.788;stereoCalib;0.026964;26.964000;colorDetect;0.013519;13.519000;udp;9.5e-05;0.095;0.041366;;;;
Image ret;0.00085;0.85;stereoCalib;0.028385;28.385000;colorDetect;0.013982;13.982000;udp;0.000125;0.125;0.043342;;;;
Image ret;0.001231;1.231;stereoCalib;0.051209;51.209000;colorDetect;0.027875;27.875000;udp;0.000148;0.148;0.080463;;;;
Image ret;0.001211;1.211;stereoCalib;0.057501;57.501000;colorDetect;0.014881;14.881000;udp;0.0001;0.1;0.073693;;;;
Image ret;0.000802;0.802;stereoCalib;0.028955;28.955000;colorDetect;0.012472;12.472000;udp;9.7e-05;0.097;0.042326;;;;
Image ret;0.000811;0.811;stereoCalib;0.030359;30.359000;colorDetect;0.013904;13.904000;udp;0.000123;0.123;0.045197;;;;
Image ret;0.000837;0.837;stereoCalib;0.031159;31.159000;colorDetect;0.013313;13.313000;udp;9.7e-05;0.097;0.045406;;;;
Image ret;0.001025;1.025;stereoCalib;0.032093;32.093000;colorDetect;0.012604;12.604000;udp;9.8e-05;0.098;0.04582;;;;
Image ret;0.000937;0.937;stereoCalib;0.028461;28.461000;colorDetect;0.014012;14.012000;udp;8.7e-05;0.087;0.043497;;;;
Image ret;0.000888;0.888;stereoCalib;0.026015;26.015000;colorDetect;0.013888;13.888000;udp;9.3e-05;0.093;0.040884;;;;
Image ret;0.000837;0.837;stereoCalib;0.027555;27.555000;colorDetect;0.013836;13.836000;udp;0.000125;0.125;0.042353;;;;
Image ret;0.000895;0.895;stereoCalib;0.028748;28.748000;colorDetect;0.012681;12.681000;udp;0.000182;0.182;0.042506;;;;
Image ret;0.000977;0.977;stereoCalib;0.028623;28.623000;colorDetect;0.013128;13.128000;udp;0.000259;0.259;0.042987;;;;
Image ret;0.000877;0.877;stereoCalib;0.02729;27.290000;colorDetect;0.014751;14.751000;udp;0.000221;0.221;0.043139;;;;
Image ret;0.000973;0.973;stereoCalib;0.028059;28.059000;colorDetect;0.01389;13.890000;udp;0.000247;0.247;0.043169;;;;
Image ret;0.000798;0.798;stereoCalib;0.02834;28.340000;colorDetect;0.013144;13.144000;udp;8.4e-05;0.084;0.042366;;;;
Image ret;0.000855;0.855;stereoCalib;0.029577;29.577000;colorDetect;0.014005;14.005000;udp;0.000123;0.123;0.04456;;;;
Image ret;0.000979;0.979;stereoCalib;0.028775;28.775000;colorDetect;0.012652;12.652000;udp;0.000114;0.114;0.04252;;;;
Image ret;0.000791;0.791;stereoCalib;0.030158;30.158000;colorDetect;0.013843;13.843000;udp;0.000108;0.108;0.0449;;;;
Image ret;0.000792;0.792;stereoCalib;0.028102;28.102000;colorDetect;0.013066;13.066000;udp;0.000161;0.161;0.042121;;;;
Image ret;0.000889;0.889;stereoCalib;0.029894;29.894000;colorDetect;0.014611;14.611000;udp;0.000246;0.246;0.04564;;;;
Image ret;0.000842;0.842;stereoCalib;0.033849;33.849000;colorDetect;0.028976;28.976000;udp;0.000142;0.142;0.063809;;;;
Image ret;0.001224;1.224;stereoCalib;0.053963;53.963000;colorDetect;0.027402;27.402000;udp;0.000152;0.152;0.082741;;;;
Image ret;0.001154;1.154;stereoCalib;0.056373;56.373000;colorDetect;0.024587;24.587000;udp;0.00016;0.16;0.082274;;;;
Image ret;0.001126;1.126;stereoCalib;0.036297;36.297000;colorDetect;0.013519;13.519000;udp;9e-05;0.09;0.051032;;;;
Image ret;0.000919;0.919;stereoCalib;0.028407;28.407000;colorDetect;0.013925;13.925000;udp;0.000112;0.112;0.043363;;;;
Image ret;0.0009;0.9;stereoCalib;0.030397;30.397000;colorDetect;0.015306;15.306000;udp;9.5e-05;0.095;0.046698;;;;
Image ret;0.000834;0.834;stereoCalib;0.029727;29.727000;colorDetect;0.012502;12.502000;udp;0.000113;0.113;0.043176;;;;
Image ret;0.000826;0.826;stereoCalib;0.030002;30.002000;colorDetect;0.013556;13.556000;udp;0.000116;0.116;0.0445;;;;
Image ret;0.000832;0.832;stereoCalib;0.027405;27.405000;colorDetect;0.015493;15.493000;udp;0.000119;0.119;0.043849;;;;
Image ret;0.000809;0.809;stereoCalib;0.027915;27.915000;colorDetect;0.013458;13.458000;udp;0.000105;0.105;0.042287;;;;
Image ret;0.000965;0.965;stereoCalib;0.03002;30.020000;colorDetect;0.014216;14.216000;udp;9.1e-05;0.091;0.045292;;;;
Image ret;0.00079;0.79;stereoCalib;0.028088;28.088000;colorDetect;0.0126;12.600000;udp;0.000118;0.118;0.041596;;;;
Image ret;0.000792;0.792;stereoCalib;0.029949;29.949000;colorDetect;0.013705;13.705000;udp;9.4e-05;0.094;0.04454;;;;
Image ret;0.000843;0.843;stereoCalib;0.027863;27.863000;colorDetect;0.017333;17.333000;udp;0.00012;0.12;0.046159;;;;
Image ret;0.000944;0.944;stereoCalib;0.028203;28.203000;colorDetect;0.012565;12.565000;udp;9.9e-05;0.099;0.041811;;;;
Image ret;0.000794;0.794;stereoCalib;0.028856;28.856000;colorDetect;0.013454;13.454000;udp;0.0001;0.1;0.043204;;;;
Image ret;0.000805;0.805;stereoCalib;0.028067;28.067000;colorDetect;0.014932;14.932000;udp;0.000242;0.242;0.044046;;;;
Image ret;0.000869;0.869;stereoCalib;0.029854;29.854000;colorDetect;0.014165;14.165000;udp;0.000101;0.101;0.044989;;;;
Image ret;0.000854;0.854;stereoCalib;0.029802;29.802000;colorDetect;0.013873;13.873000;udp;0.000102;0.102;0.044631;;;;
Image ret;0.000826;0.826;stereoCalib;0.027888;27.888000;colorDetect;0.014378;14.378000;udp;0.000114;0.114;0.043206;;;;
Image ret;0.000988;0.988;stereoCalib;0.031342;31.342000;colorDetect;0.012823;12.823000;udp;9.8e-05;0.098;0.045251;;;;
Image ret;0.000815;0.815;stereoCalib;0.031323;31.323000;colorDetect;0.017194;17.194000;udp;0.000146;0.146;0.049478;;;;
Image ret;0.002336;2.336;stereoCalib;0.058623;58.623000;colorDetect;0.025234;25.234000;udp;0.000152;0.152;0.086345;;;;
Image ret;0.001104;1.104;stereoCalib;0.051655;51.655000;colorDetect;0.014483;14.483000;udp;9.9e-05;0.099;0.067341;;;;
Image ret;0.000994;0.994;stereoCalib;0.030501;30.501000;colorDetect;0.012528;12.528000;udp;9.9e-05;0.099;0.044122;;;;
Image ret;0.000796;0.796;stereoCalib;0.030093;30.093000;colorDetect;0.013161;13.161000;udp;0.00011;0.11;0.04416;;;;
Image ret;0.000849;0.849;stereoCalib;0.027563;27.563000;colorDetect;0.015668;15.668000;udp;9.2e-05;0.092;0.044172;;;;
Image ret;0.000803;0.803;stereoCalib;0.029458;29.458000;colorDetect;0.012595;12.595000;udp;0.000109;0.109;0.042965;;;;
Image ret;0.000799;0.799;stereoCalib;0.02985;29.850000;colorDetect;0.013241;13.241000;udp;0.000114;0.114;0.044004;;;;
Image ret;0.000958;0.958;stereoCalib;0.029354;29.354000;colorDetect;0.013968;13.968000;udp;0.000187;0.187;0.044467;;;;
Image ret;0.000885;0.885;stereoCalib;0.029647;29.647000;colorDetect;0.013817;13.817000;udp;9.7e-05;0.097;0.044446;;;;
Image ret;0.000797;0.797;stereoCalib;0.027877;27.877000;colorDetect;0.013675;13.675000;udp;9.9e-05;0.099;0.042448;;;;
Image ret;0.000794;0.794;stereoCalib;0.030317;30.317000;colorDetect;0.013832;13.832000;udp;0.0001;0.1;0.045043;;;;
Image ret;0.000795;0.795;stereoCalib;0.031311;31.311000;colorDetect;0.012965;12.965000;udp;9.6e-05;0.096;0.045167;;;;
Image ret;0.00082;0.82;stereoCalib;0.031635;31.635000;colorDetect;0.012521;12.521000;udp;0.000131;0.131;0.045107;;;;
Image ret;0.001519;1.519;stereoCalib;0.029453;29.453000;colorDetect;0.014188;14.188000;udp;9.2e-05;0.092;0.045252;;;;
Image ret;0.000808;0.808;stereoCalib;0.027858;27.858000;colorDetect;0.012662;12.662000;udp;0.000111;0.111;0.041439;;;;
Image ret;0.000801;0.801;stereoCalib;0.028564;28.564000;colorDetect;0.013846;13.846000;udp;0.000115;0.115;0.043326;;;;
Image ret;0.000808;0.808;stereoCalib;0.029733;29.733000;colorDetect;0.013764;13.764000;udp;0.000109;0.109;0.044414;;;;
Image ret;0.000855;0.855;stereoCalib;0.027414;27.414000;colorDetect;0.014334;14.334000;udp;9.6e-05;0.096;0.042699;;;;
Image ret;0.000941;0.941;stereoCalib;0.030364;30.364000;colorDetect;0.014199;14.199000;udp;0.000109;0.109;0.045613;;;;
Image ret;0.000794;0.794;stereoCalib;0.031589;31.589000;colorDetect;0.012695;12.695000;udp;0.00019;0.19;0.045268;;;;
Image ret;0.001102;1.102;stereoCalib;0.055452;55.452000;colorDetect;0.02706;27.060000;udp;0.000155;0.155;0.083769;;;;
Image ret;0.001256;1.256;stereoCalib;0.054553;54.553000;colorDetect;0.01405;14.050000;udp;0.000103;0.103;0.069962;;;;
Image ret;0.000986;0.986;stereoCalib;0.028425;28.425000;colorDetect;0.012647;12.647000;udp;0.000102;0.102;0.04216;;;;
Image ret;0.000782;0.782;stereoCalib;0.029872;29.872000;colorDetect;0.01346;13.460000;udp;0.000101;0.101;0.044215;;;;
Image ret;0.000803;0.803;stereoCalib;0.02665;26.650000;colorDetect;0.014422;14.422000;udp;9.9e-05;0.099;0.041974;;;;
Image ret;0.000777;0.777;stereoCalib;0.027557;27.557000;colorDetect;0.013708;13.708000;udp;0.000111;0.111;0.042153;;;;
Image ret;0.000796;0.796;stereoCalib;0.028263;28.263000;colorDetect;0.01507;15.070000;udp;0.000123;0.123;0.044252;;;;
Image ret;0.001021;1.021;stereoCalib;0.03055;30.550000;colorDetect;0.013401;13.401000;udp;0.000219;0.219;0.045191;;;;
Image ret;0.000952;0.952;stereoCalib;0.027891;27.891000;colorDetect;0.014273;14.273000;udp;9.3e-05;0.093;0.043209;;;;
Image ret;0.000829;0.829;stereoCalib;0.029751;29.751000;colorDetect;0.014877;14.877000;udp;0.000121;0.121;0.045578;;;;
Image ret;0.000813;0.813;stereoCalib;0.029785;29.785000;colorDetect;0.014322;14.322000;udp;0.00011;0.11;0.04503;;;;
Image ret;0.000798;0.798;stereoCalib;0.029765;29.765000;colorDetect;0.013413;13.413000;udp;0.00011;0.11;0.044086;;;;
Image ret;0.00089;0.89;stereoCalib;0.028901;28.901000;colorDetect;0.012706;12.706000;udp;0.000101;0.101;0.042598;;;;
Image ret;0.00103;1.03;stereoCalib;0.030643;30.643000;colorDetect;0.012702;12.702000;udp;0.00012;0.12;0.044495;;;;
Image ret;0.000882;0.882;stereoCalib;0.028608;28.608000;colorDetect;0.013396;13.396000;udp;9.5e-05;0.095;0.042981;;;;
Image ret;0.000872;0.872;stereoCalib;0.031644;31.644000;colorDetect;0.013876;13.876000;udp;9.1e-05;0.091;0.046483;;;;
Image ret;0.000803;0.803;stereoCalib;0.02782;27.820000;colorDetect;0.012676;12.676000;udp;0.00013;0.13;0.041429;;;;
Image ret;0.000839;0.839;stereoCalib;0.02893;28.930000;colorDetect;0.013626;13.626000;udp;0.00011;0.11;0.043505;;;;
Image ret;0.000964;0.964;stereoCalib;0.030456;30.456000;colorDetect;0.014515;14.515000;udp;9.3e-05;0.093;0.046028;;;;
Image ret;0.000824;0.824;stereoCalib;0.028027;28.027000;colorDetect;0.014185;14.185000;udp;9.5e-05;0.095;0.043131;;;;
Image ret;0.000811;0.811;stereoCalib;0.034988;34.988000;colorDetect;0.028543;28.543000;udp;0.000139;0.139;0.064481;;;;
Image ret;0.001093;1.093;stereoCalib;0.056218;56.218000;colorDetect;0.022418;22.418000;udp;8.9e-05;0.089;0.079818;;;;
Image ret;0.000892;0.892;stereoCalib;0.032078;32.078000;colorDetect;0.013604;13.604000;udp;0.000119;0.119;0.046693;;;;
Image ret;0.000784;0.784;stereoCalib;0.031144;31.144000;colorDetect;0.012731;12.731000;udp;9.9e-05;0.099;0.044758;;;;
Image ret;0.000818;0.818;stereoCalib;0.032619;32.619000;colorDetect;0.01272;12.720000;udp;0.00022;0.22;0.046377;;;;
Image ret;0.000789;0.789;stereoCalib;0.034131;34.131000;colorDetect;0.012717;12.717000;udp;0.000103;0.103;0.04774;;;;
Image ret;0.000859;0.859;stereoCalib;0.028671;28.671000;colorDetect;0.013886;13.886000;udp;9.9e-05;0.099;0.043515;;;;
Image ret;0.000938;0.938;stereoCalib;0.030768;30.768000;colorDetect;0.012665;12.665000;udp;9.6e-05;0.096;0.044467;;;;
Image ret;0.000789;0.789;stereoCalib;0.029314;29.314000;colorDetect;0.01408;14.080000;udp;0.000113;0.113;0.044296;;;;
Image ret;0.000782;0.782;stereoCalib;0.02885;28.850000;colorDetect;0.013879;13.879000;udp;0.000171;0.171;0.043682;;;;
Image ret;0.000854;0.854;stereoCalib;0.028225;28.225000;colorDetect;0.01506;15.060000;udp;0.000296;0.296;0.044435;;;;
Image ret;0.000786;0.786;stereoCalib;0.029687;29.687000;colorDetect;0.013323;13.323000;udp;0.000167;0.167;0.043963;;;;
Image ret;0.000821;0.821;stereoCalib;0.027985;27.985000;colorDetect;0.014564;14.564000;udp;0.000132;0.132;0.043502;;;;
Image ret;0.000967;0.967;stereoCalib;0.031554;31.554000;colorDetect;0.013077;13.077000;udp;9.1e-05;0.091;0.045689;;;;
Image ret;0.000808;0.808;stereoCalib;0.031403;31.403000;colorDetect;0.012663;12.663000;udp;0.000102;0.102;0.044976;;;;
Image ret;0.000852;0.852;stereoCalib;0.032694;32.694000;colorDetect;0.013558;13.558000;udp;9e-05;0.09;0.047194;;;;
Image ret;0.000813;0.813;stereoCalib;0.028178;28.178000;colorDetect;0.012741;12.741000;udp;0.000105;0.105;0.041837;;;;
Image ret;0.000845;0.845;stereoCalib;0.028162;28.162000;colorDetect;0.013522;13.522000;udp;0.000108;0.108;0.042637;;;;
Image ret;0.000932;0.932;stereoCalib;0.028352;28.352000;colorDetect;0.014084;14.084000;udp;9.9e-05;0.099;0.043467;;;;
Image ret;0.00088;0.88;stereoCalib;0.029704;29.704000;colorDetect;0.013986;13.986000;udp;9.6e-05;0.096;0.044666;;;;
Image ret;0.000819;0.819;stereoCalib;0.032485;32.485000;colorDetect;0.02664;26.640000;udp;0.000198;0.198;0.060142;;;;
Image ret;0.001184;1.184;stereoCalib;0.055983;55.983000;colorDetect;0.026492;26.492000;udp;0.000131;0.131;0.08379;;;;
Image ret;0.000963;0.963;stereoCalib;0.028698;28.698000;colorDetect;0.013909;13.909000;udp;9.7e-05;0.097;0.043667;;;;
Image ret;0.000805;0.805;stereoCalib;0.027866;27.866000;colorDetect;0.012734;12.734000;udp;0.00011;0.11;0.041515;;;;
Image ret;0.000831;0.831;stereoCalib;0.029515;29.515000;colorDetect;0.013174;13.174000;udp;0.000106;0.106;0.043626;;;;
Image ret;0.000803;0.803;stereoCalib;0.029696;29.696000;colorDetect;0.013151;13.151000;udp;0.000109;0.109;0.043759;;;;
Image ret;0.000843;0.843;stereoCalib;0.029699;29.699000;colorDetect;0.01387;13.870000;udp;9.6e-05;0.096;0.044508;;;;
Image ret;0.000985;0.985;stereoCalib;0.033233;33.233000;colorDetect;0.013563;13.563000;udp;9.6e-05;0.096;0.047877;;;;
Image ret;0.000818;0.818;stereoCalib;0.029302;29.302000;colorDetect;0.012487;12.487000;udp;0.000107;0.107;0.042714;;;;
Image ret;0.000803;0.803;stereoCalib;0.029676;29.676000;colorDetect;0.013157;13.157000;udp;0.000109;0.109;0.043745;;;;
Image ret;0.000881;0.881;stereoCalib;0.02977;29.770000;colorDetect;0.014738;14.738000;udp;0.000113;0.113;0.045502;;;;
Image ret;0.000833;0.833;stereoCalib;0.028656;28.656000;colorDetect;0.013573;13.573000;udp;0.000103;0.103;0.043165;;;;
Image ret;0.000953;0.953;stereoCalib;0.029571;29.571000;colorDetect;0.013022;13.022000;udp;9.2e-05;0.092;0.043638;;;;
Image ret;0.000788;0.788;stereoCalib;0.030258;30.258000;colorDetect;0.013531;13.531000;udp;9.7e-05;0.097;0.044674;;;;
Image ret;0.000869;0.869;stereoCalib;0.029968;29.968000;colorDetect;0.012652;12.652000;udp;0.000111;0.111;0.0436;;;;
Image ret;0.000802;0.802;stereoCalib;0.028758;28.758000;colorDetect;0.013863;13.863000;udp;0.000145;0.145;0.043568;;;;
Image ret;0.000838;0.838;stereoCalib;0.029556;29.556000;colorDetect;0.013948;13.948000;udp;0.00015;0.15;0.044492;;;;
Image ret;0.000935;0.935;stereoCalib;0.030025;30.025000;colorDetect;0.013764;13.764000;udp;9.3e-05;0.093;0.044817;;;;
Image ret;0.000801;0.801;stereoCalib;0.027149;27.149000;colorDetect;0.01368;13.680000;udp;0.000117;0.117;0.041747;;;;
Image ret;0.000839;0.839;stereoCalib;0.031565;31.565000;colorDetect;0.016284;16.284000;udp;0.000154;0.154;0.048842;;;;
Image ret;0.001143;1.143;stereoCalib;0.053277;53.277000;colorDetect;0.02504;25.040000;udp;0.000175;0.175;0.079635;;;;
Image ret;0.001081;1.081;stereoCalib;0.030257;30.257000;colorDetect;0.013485;13.485000;udp;9.5e-05;0.095;0.044918;;;;
Image ret;0.000795;0.795;stereoCalib;0.0281;28.100000;colorDetect;0.012701;12.701000;udp;0.000112;0.112;0.041708;;;;
Image ret;0.000791;0.791;stereoCalib;0.028272;28.272000;colorDetect;0.013533;13.533000;udp;9.6e-05;0.096;0.042692;;;;
Image ret;0.000813;0.813;stereoCalib;0.0283;28.300000;colorDetect;0.014784;14.784000;udp;0.000106;0.106;0.044003;;;;
Image ret;0.000845;0.845;stereoCalib;0.02749;27.490000;colorDetect;0.013839;13.839000;udp;0.0001;0.1;0.042274;;;;
Image ret;0.00101;1.01;stereoCalib;0.030089;30.089000;colorDetect;0.013568;13.568000;udp;9e-05;0.09;0.044757;;;;
Image ret;0.00095;0.95;stereoCalib;0.028164;28.164000;colorDetect;0.012371;12.371000;udp;0.000124;0.124;0.041609;;;;
Image ret;0.000795;0.795;stereoCalib;0.029096;29.096000;colorDetect;0.012893;12.893000;udp;9.9e-05;0.099;0.042883;;;;
Image ret;0.000803;0.803;stereoCalib;0.026694;26.694000;colorDetect;0.014523;14.523000;udp;0.000127;0.127;0.042147;;;;
Image ret;0.000929;0.929;stereoCalib;0.030018;30.018000;colorDetect;0.012558;12.558000;udp;0.000108;0.108;0.043613;;;;
Image ret;0.000803;0.803;stereoCalib;0.028487;28.487000;colorDetect;0.013798;13.798000;udp;0.000102;0.102;0.04319;;;;
Image ret;0.000793;0.793;stereoCalib;0.028269;28.269000;colorDetect;0.014464;14.464000;udp;0.000101;0.101;0.043627;;;;
Image ret;0.000822;0.822;stereoCalib;0.028052;28.052000;colorDetect;0.014175;14.175000;udp;9.5e-05;0.095;0.043144;;;;
Image ret;0.000857;0.857;stereoCalib;0.030959;30.959000;colorDetect;0.013573;13.573000;udp;9.4e-05;0.094;0.045483;;;;
Image ret;0.000938;0.938;stereoCalib;0.027957;27.957000;colorDetect;0.012749;12.749000;udp;9.5e-05;0.095;0.041739;;;;
Image ret;0.000797;0.797;stereoCalib;0.027774;27.774000;colorDetect;0.014693;14.693000;udp;0.000122;0.122;0.043386;;;;
