;Column1.1;Column1.2;Column1.2.1;Column1.2.2;Column1.2.3;Column1.3.1;Column1.3.2;Column1.3.3;Column1.4.1;Column1.4.2;Column1.4.22;Column1.4.3;;;;
Image ret;0.000809;0.809;stereoCalib;0.028196;28.196000;colorDetect;0.012574;12.574000;udp;0.000113;0.113;0.041692;;;;
Image ret;0.000843;0.843;stereoCalib;0.029986;29.986000;colorDetect;0.014177;14.177000;udp;9e-05;0.09;0.045096;;;;
Image ret;0.0008;0.8;stereoCalib;0.029806;29.806000;colorDetect;0.012575;12.575000;udp;0.00011;0.11;0.043291;;;;
Image ret;0.001066;1.066;stereoCalib;0.029696;29.696000;colorDetect;0.014623;14.623000;udp;9e-05;0.09;0.045475;;;;
Image ret;0.000798;0.798;stereoCalib;0.029457;29.457000;colorDetect;0.012576;12.576000;udp;0.00011;0.11;0.042941;;;;
Image ret;0.000851;0.851;stereoCalib;0.028975;28.975000;colorDetect;0.013507;13.507000;udp;0.000124;0.124;0.043457;;;;
Image ret;0.000809;0.809;stereoCalib;0.029239;29.239000;colorDetect;0.01388;13.880000;udp;0.000106;0.106;0.044034;;;;
Image ret;0.00085;0.85;stereoCalib;0.030021;30.021000;colorDetect;0.014151;14.151000;udp;9.2e-05;0.092;0.045114;;;;
Image ret;0.000936;0.936;stereoCalib;0.030324;30.324000;colorDetect;0.013997;13.997000;udp;0.0001;0.1;0.045357;;;;
Image ret;0.000808;0.808;stereoCalib;0.029898;29.898000;colorDetect;0.013747;13.747000;udp;0.000125;0.125;0.044578;;;;
Image ret;0.000804;0.804;stereoCalib;0.030364;30.364000;colorDetect;0.012707;12.707000;udp;0.000168;0.168;0.044043;;;;
Image ret;0.000872;0.872;stereoCalib;0.031854;31.854000;colorDetect;0.012552;12.552000;udp;0.000103;0.103;0.045381;;;;
Image ret;0.001063;1.063;stereoCalib;0.034299;34.299000;colorDetect;0.013492;13.492000;udp;0.000121;0.121;0.048975;;;;
Image ret;0.000811;0.811;stereoCalib;0.030287;30.287000;colorDetect;0.012724;12.724000;udp;0.000122;0.122;0.043944;;;;
Image ret;0.000927;0.927;stereoCalib;0.028535;28.535000;colorDetect;0.013624;13.624000;udp;9.5e-05;0.095;0.043181;;;;
Image ret;0.000881;0.881;stereoCalib;0.029764;29.764000;colorDetect;0.014489;14.489000;udp;9e-05;0.09;0.045224;;;;
Image ret;0.000805;0.805;stereoCalib;0.029793;29.793000;colorDetect;0.013855;13.855000;udp;0.00012;0.12;0.044573;;;;
Image ret;0.000869;0.869;stereoCalib;0.029604;29.604000;colorDetect;0.013832;13.832000;udp;9e-05;0.09;0.044395;;;;
Image ret;0.000826;0.826;stereoCalib;0.033433;33.433000;colorDetect;0.028283;28.283000;udp;0.000147;0.147;0.062689;;;;
Image ret;0.002628;2.628;stereoCalib;0.054525;54.525000;colorDetect;0.019187;19.187000;udp;0.000103;0.103;0.076443;;;;
Image ret;0.000872;0.872;stereoCalib;0.0306;30.600000;colorDetect;0.01257;12.570000;udp;0.000105;0.105;0.044147;;;;
Image ret;0.000876;0.876;stereoCalib;0.030602;30.602000;colorDetect;0.013149;13.149000;udp;0.000113;0.113;0.04474;;;;
Image ret;0.000852;0.852;stereoCalib;0.031245;31.245000;colorDetect;0.013359;13.359000;udp;9.1e-05;0.091;0.045547;;;;
Image ret;0.000826;0.826;stereoCalib;0.030463;30.463000;colorDetect;0.012543;12.543000;udp;0.000104;0.104;0.043936;;;;
Image ret;0.001131;1.131;stereoCalib;0.031396;31.396000;colorDetect;0.012526;12.526000;udp;9.9e-05;0.099;0.045152;;;;
Image ret;0.000851;0.851;stereoCalib;0.027272;27.272000;colorDetect;0.014323;14.323000;udp;0.000324;0.324;0.04277;;;;
Image ret;0.000885;0.885;stereoCalib;0.02813;28.130000;colorDetect;0.014754;14.754000;udp;0.000141;0.141;0.04391;;;;
Image ret;0.000856;0.856;stereoCalib;0.027738;27.738000;colorDetect;0.014226;14.226000;udp;8.9e-05;0.089;0.042909;;;;
Image ret;0.000836;0.836;stereoCalib;0.027864;27.864000;colorDetect;0.014693;14.693000;udp;9e-05;0.09;0.043483;;;;
Image ret;0.000791;0.791;stereoCalib;0.02767;27.670000;colorDetect;0.014314;14.314000;udp;9.6e-05;0.096;0.042871;;;;
Image ret;0.000978;0.978;stereoCalib;0.028168;28.168000;colorDetect;0.013806;13.806000;udp;9.1e-05;0.091;0.043043;;;;
Image ret;0.00098;0.98;stereoCalib;0.029908;29.908000;colorDetect;0.012706;12.706000;udp;0.000109;0.109;0.043703;;;;
Image ret;0.000833;0.833;stereoCalib;0.027707;27.707000;colorDetect;0.013874;13.874000;udp;9.5e-05;0.095;0.042509;;;;
Image ret;0.000803;0.803;stereoCalib;0.029264;29.264000;colorDetect;0.013793;13.793000;udp;0.000113;0.113;0.043973;;;;
Image ret;0.000856;0.856;stereoCalib;0.028282;28.282000;colorDetect;0.014436;14.436000;udp;9.3e-05;0.093;0.043667;;;;
Image ret;0.000794;0.794;stereoCalib;0.029393;29.393000;colorDetect;0.012496;12.496000;udp;0.000115;0.115;0.042798;;;;
Image ret;0.000816;0.816;stereoCalib;0.028503;28.503000;colorDetect;0.013565;13.565000;udp;9.3e-05;0.093;0.042977;;;;
Image ret;0.000858;0.858;stereoCalib;0.028075;28.075000;colorDetect;0.013892;13.892000;udp;0.000119;0.119;0.042944;;;;
Image ret;0.000869;0.869;stereoCalib;0.029442;29.442000;colorDetect;0.027884;27.884000;udp;0.000144;0.144;0.058339;;;;
Image ret;0.002379;2.379;stereoCalib;0.054353;54.353000;colorDetect;0.023966;23.966000;udp;8.9e-05;0.089;0.080787;;;;
Image ret;0.000956;0.956;stereoCalib;0.029747;29.747000;colorDetect;0.01395;13.950000;udp;0.000118;0.118;0.044771;;;;
Image ret;0.000868;0.868;stereoCalib;0.029876;29.876000;colorDetect;0.013728;13.728000;udp;9e-05;0.09;0.044562;;;;
Image ret;0.000795;0.795;stereoCalib;0.026662;26.662000;colorDetect;0.01254;12.540000;udp;0.000103;0.103;0.0401;;;;
Image ret;0.000908;0.908;stereoCalib;0.029916;29.916000;colorDetect;0.014797;14.797000;udp;0.000123;0.123;0.045744;;;;
Image ret;0.000802;0.802;stereoCalib;0.026488;26.488000;colorDetect;0.014177;14.177000;udp;9.1e-05;0.091;0.041558;;;;
Image ret;0.000833;0.833;stereoCalib;0.027881;27.881000;colorDetect;0.012531;12.531000;udp;0.000106;0.106;0.041351;;;;
Image ret;0.000785;0.785;stereoCalib;0.026934;26.934000;colorDetect;0.013863;13.863000;udp;8.9e-05;0.089;0.041671;;;;
Image ret;0.000908;0.908;stereoCalib;0.02845;28.450000;colorDetect;0.01247;12.470000;udp;9.8e-05;0.098;0.041926;;;;
Image ret;0.000852;0.852;stereoCalib;0.027089;27.089000;colorDetect;0.01467;14.670000;udp;9.2e-05;0.092;0.042703;;;;
Image ret;0.000841;0.841;stereoCalib;0.026776;26.776000;colorDetect;0.01253;12.530000;udp;9.5e-05;0.095;0.040242;;;;
Image ret;0.000792;0.792;stereoCalib;0.026901;26.901000;colorDetect;0.013959;13.959000;udp;9e-05;0.09;0.041742;;;;
Image ret;0.000937;0.937;stereoCalib;0.028487;28.487000;colorDetect;0.012533;12.533000;udp;8.7e-05;0.087;0.042044;;;;
Image ret;0.000786;0.786;stereoCalib;0.026915;26.915000;colorDetect;0.014007;14.007000;udp;9e-05;0.09;0.041798;;;;
Image ret;0.00086;0.86;stereoCalib;0.027695;27.695000;colorDetect;0.012905;12.905000;udp;0.000161;0.161;0.041621;;;;
Image ret;0.000864;0.864;stereoCalib;0.029951;29.951000;colorDetect;0.014165;14.165000;udp;0.000324;0.324;0.045304;;;;
Image ret;0.001159;1.159;stereoCalib;0.053173;53.173000;colorDetect;0.028996;28.996000;udp;0.000149;0.149;0.083477;;;;
Image ret;0.001224;1.224;stereoCalib;0.054974;54.974000;colorDetect;0.014044;14.044000;udp;9.8e-05;0.098;0.07034;;;;
Image ret;0.00081;0.81;stereoCalib;0.027972;27.972000;colorDetect;0.012544;12.544000;udp;0.000111;0.111;0.041437;;;;
Image ret;0.000863;0.863;stereoCalib;0.029871;29.871000;colorDetect;0.012967;12.967000;udp;0.000173;0.173;0.043874;;;;
Image ret;0.000826;0.826;stereoCalib;0.028;28.000000;colorDetect;0.012553;12.553000;udp;0.000106;0.106;0.041485;;;;
Image ret;0.000972;0.972;stereoCalib;0.026732;26.732000;colorDetect;0.014642;14.642000;udp;9.5e-05;0.095;0.042441;;;;
Image ret;0.000792;0.792;stereoCalib;0.02816;28.160000;colorDetect;0.012566;12.566000;udp;0.000112;0.112;0.04163;;;;
Image ret;0.000852;0.852;stereoCalib;0.030155;30.155000;colorDetect;0.013926;13.926000;udp;9.5e-05;0.095;0.045028;;;;
Image ret;0.000786;0.786;stereoCalib;0.027892;27.892000;colorDetect;0.013307;13.307000;udp;8.8e-05;0.088;0.042073;;;;
Image ret;0.000953;0.953;stereoCalib;0.030079;30.079000;colorDetect;0.013494;13.494000;udp;9.2e-05;0.092;0.044618;;;;
Image ret;0.000939;0.939;stereoCalib;0.028256;28.256000;colorDetect;0.014236;14.236000;udp;0.00012;0.12;0.043551;;;;
Image ret;0.000785;0.785;stereoCalib;0.028308;28.308000;colorDetect;0.01344;13.440000;udp;0.000122;0.122;0.042655;;;;
Image ret;0.000889;0.889;stereoCalib;0.029701;29.701000;colorDetect;0.013706;13.706000;udp;8.9e-05;0.089;0.044385;;;;
Image ret;0.000796;0.796;stereoCalib;0.028128;28.128000;colorDetect;0.012572;12.572000;udp;0.000107;0.107;0.041603;;;;
Image ret;0.000818;0.818;stereoCalib;0.028799;28.799000;colorDetect;0.013572;13.572000;udp;9.9e-05;0.099;0.043288;;;;
Image ret;0.000953;0.953;stereoCalib;0.02793;27.930000;colorDetect;0.014247;14.247000;udp;9.3e-05;0.093;0.043223;;;;
Image ret;0.000783;0.783;stereoCalib;0.027731;27.731000;colorDetect;0.012537;12.537000;udp;0.000101;0.101;0.041152;;;;
Image ret;0.000801;0.801;stereoCalib;0.028803;28.803000;colorDetect;0.013222;13.222000;udp;0.000116;0.116;0.042942;;;;
Image ret;0.000816;0.816;stereoCalib;0.027768;27.768000;colorDetect;0.01336;13.360000;udp;0.000139;0.139;0.042083;;;;
Image ret;0.00122;1.22;stereoCalib;0.054069;54.069000;colorDetect;0.026794;26.794000;udp;0.000151;0.151;0.082234;;;;
Image ret;0.00112;1.12;stereoCalib;0.053915;53.915000;colorDetect;0.013445;13.445000;udp;9.5e-05;0.095;0.068575;;;;
Image ret;0.001022;1.022;stereoCalib;0.033997;33.997000;colorDetect;0.013607;13.607000;udp;8.7e-05;0.087;0.048713;;;;
Image ret;0.000789;0.789;stereoCalib;0.029314;29.314000;colorDetect;0.012496;12.496000;udp;0.000103;0.103;0.042702;;;;
Image ret;0.001019;1.019;stereoCalib;0.028442;28.442000;colorDetect;0.013518;13.518000;udp;9.8e-05;0.098;0.043077;;;;
Image ret;0.00095;0.95;stereoCalib;0.028366;28.366000;colorDetect;0.014696;14.696000;udp;0.000121;0.121;0.044133;;;;
Image ret;0.000795;0.795;stereoCalib;0.027863;27.863000;colorDetect;0.01407;14.070000;udp;0.000192;0.192;0.04292;;;;
Image ret;0.00079;0.79;stereoCalib;0.030506;30.506000;colorDetect;0.012913;12.913000;udp;0.000109;0.109;0.044318;;;;
Image ret;0.000913;0.913;stereoCalib;0.030405;30.405000;colorDetect;0.013822;13.822000;udp;9.3e-05;0.093;0.045233;;;;
Image ret;0.000809;0.809;stereoCalib;0.029833;29.833000;colorDetect;0.012581;12.581000;udp;0.000113;0.113;0.043336;;;;
Image ret;0.001024;1.024;stereoCalib;0.030124;30.124000;colorDetect;0.013377;13.377000;udp;0.000102;0.102;0.044627;;;;
Image ret;0.000837;0.837;stereoCalib;0.027428;27.428000;colorDetect;0.014304;14.304000;udp;8.8e-05;0.088;0.042657;;;;
Image ret;0.000795;0.795;stereoCalib;0.029774;29.774000;colorDetect;0.014165;14.165000;udp;0.000118;0.118;0.044852;;;;
Image ret;0.00087;0.87;stereoCalib;0.028081;28.081000;colorDetect;0.013415;13.415000;udp;9.9e-05;0.099;0.042465;;;;
Image ret;0.000796;0.796;stereoCalib;0.028854;28.854000;colorDetect;0.01284;12.840000;udp;0.000106;0.106;0.042596;;;;
Image ret;0.000815;0.815;stereoCalib;0.029847;29.847000;colorDetect;0.01257;12.570000;udp;0.000107;0.107;0.043339;;;;
Image ret;0.000951;0.951;stereoCalib;0.030674;30.674000;colorDetect;0.014182;14.182000;udp;8.8e-05;0.088;0.045895;;;;
Image ret;0.000832;0.832;stereoCalib;0.028319;28.319000;colorDetect;0.012615;12.615000;udp;0.000104;0.104;0.04187;;;;
Image ret;0.000787;0.787;stereoCalib;0.029917;29.917000;colorDetect;0.012923;12.923000;udp;0.00011;0.11;0.043737;;;;
Image ret;0.000788;0.788;stereoCalib;0.027914;27.914000;colorDetect;0.013848;13.848000;udp;0.000182;0.182;0.042732;;;;
Image ret;0.000807;0.807;stereoCalib;0.051669;51.669000;colorDetect;0.026055;26.055000;udp;0.000161;0.161;0.078692;;;;
Image ret;0.001343;1.343;stereoCalib;0.055862;55.862000;colorDetect;0.017622;17.622000;udp;9.9e-05;0.099;0.074926;;;;
Image ret;0.000906;0.906;stereoCalib;0.026673;26.673000;colorDetect;0.012514;12.514000;udp;0.000104;0.104;0.040197;;;;
Image ret;0.000791;0.791;stereoCalib;0.02713;27.130000;colorDetect;0.014083;14.083000;udp;8.8e-05;0.088;0.042092;;;;
Image ret;0.0009;0.9;stereoCalib;0.028546;28.546000;colorDetect;0.012583;12.583000;udp;0.000111;0.111;0.04214;;;;
Image ret;0.000797;0.797;stereoCalib;0.029761;29.761000;colorDetect;0.012969;12.969000;udp;9.8e-05;0.098;0.043625;;;;
Image ret;0.000797;0.797;stereoCalib;0.027149;27.149000;colorDetect;0.01538;15.380000;udp;8.9e-05;0.089;0.043415;;;;
Image ret;0.000794;0.794;stereoCalib;0.025593;25.593000;colorDetect;0.013577;13.577000;udp;0.0001;0.1;0.040064;;;;
Image ret;0.002068;2.068;stereoCalib;0.029574;29.574000;colorDetect;0.012573;12.573000;udp;0.000115;0.115;0.04433;;;;
Image ret;0.000944;0.944;stereoCalib;0.033461;33.461000;colorDetect;0.012582;12.582000;udp;0.000105;0.105;0.047092;;;;
Image ret;0.001299;1.299;stereoCalib;0.030343;30.343000;colorDetect;0.012536;12.536000;udp;9.8e-05;0.098;0.044276;;;;
Image ret;0.000798;0.798;stereoCalib;0.028952;28.952000;colorDetect;0.013527;13.527000;udp;0.000102;0.102;0.043379;;;;
Image ret;0.000851;0.851;stereoCalib;0.027924;27.924000;colorDetect;0.014053;14.053000;udp;9.5e-05;0.095;0.042923;;;;
Image ret;0.000993;0.993;stereoCalib;0.028189;28.189000;colorDetect;0.012777;12.777000;udp;0.000125;0.125;0.042084;;;;
Image ret;0.000842;0.842;stereoCalib;0.029564;29.564000;colorDetect;0.012584;12.584000;udp;0.000126;0.126;0.043116;;;;
Image ret;0.000818;0.818;stereoCalib;0.029734;29.734000;colorDetect;0.012632;12.632000;udp;0.000118;0.118;0.043302;;;;
Image ret;0.00092;0.92;stereoCalib;0.029781;29.781000;colorDetect;0.013908;13.908000;udp;0.000209;0.209;0.044818;;;;
Image ret;0.000855;0.855;stereoCalib;0.029634;29.634000;colorDetect;0.013662;13.662000;udp;0.000297;0.297;0.044448;;;;
Image ret;0.000851;0.851;stereoCalib;0.029707;29.707000;colorDetect;0.028286;28.286000;udp;0.000205;0.205;0.059049;;;;
Image ret;0.001126;1.126;stereoCalib;0.053543;53.543000;colorDetect;0.025849;25.849000;udp;9.9e-05;0.099;0.080617;;;;
Image ret;0.000809;0.809;stereoCalib;0.029705;29.705000;colorDetect;0.012527;12.527000;udp;9.8e-05;0.098;0.043139;;;;
Image ret;0.000795;0.795;stereoCalib;0.030067;30.067000;colorDetect;0.012589;12.589000;udp;9.8e-05;0.098;0.043549;;;;
Image ret;0.00082;0.82;stereoCalib;0.032177;32.177000;colorDetect;0.012929;12.929000;udp;9.4e-05;0.094;0.04602;;;;
Image ret;0.000973;0.973;stereoCalib;0.034008;34.008000;colorDetect;0.012564;12.564000;udp;0.000212;0.212;0.047757;;;;
Image ret;0.00104;1.04;stereoCalib;0.033794;33.794000;colorDetect;0.012537;12.537000;udp;0.000102;0.102;0.047473;;;;
Image ret;0.000874;0.874;stereoCalib;0.028296;28.296000;colorDetect;0.013646;13.646000;udp;9e-05;0.09;0.042906;;;;
Image ret;0.000842;0.842;stereoCalib;0.029405;29.405000;colorDetect;0.012499;12.499000;udp;9.9e-05;0.099;0.042845;;;;
Image ret;0.000826;0.826;stereoCalib;0.02902;29.020000;colorDetect;0.012687;12.687000;udp;0.000159;0.159;0.042692;;;;
Image ret;0.00098;0.98;stereoCalib;0.028614;28.614000;colorDetect;0.013578;13.578000;udp;0.000224;0.224;0.043396;;;;
Image ret;0.000845;0.845;stereoCalib;0.026746;26.746000;colorDetect;0.014297;14.297000;udp;9.5e-05;0.095;0.041983;;;;
Image ret;0.000804;0.804;stereoCalib;0.028157;28.157000;colorDetect;0.012555;12.555000;udp;0.000109;0.109;0.041625;;;;
Image ret;0.000799;0.799;stereoCalib;0.027338;27.338000;colorDetect;0.014188;14.188000;udp;0.000119;0.119;0.042444;;;;
Image ret;0.000851;0.851;stereoCalib;0.027152;27.152000;colorDetect;0.013944;13.944000;udp;9.7e-05;0.097;0.042044;;;;
Image ret;0.000813;0.813;stereoCalib;0.028001;28.001000;colorDetect;0.012458;12.458000;udp;0.000106;0.106;0.041378;;;;
Image ret;0.000795;0.795;stereoCalib;0.029266;29.266000;colorDetect;0.01341;13.410000;udp;0.000117;0.117;0.043588;;;;
Image ret;0.000804;0.804;stereoCalib;0.028081;28.081000;colorDetect;0.014121;14.121000;udp;0.00011;0.11;0.043116;;;;
Image ret;0.000885;0.885;stereoCalib;0.028161;28.161000;colorDetect;0.013762;13.762000;udp;8.8e-05;0.088;0.042896;;;;
Image ret;0.001263;1.263;stereoCalib;0.051385;51.385000;colorDetect;0.026513;26.513000;udp;0.000147;0.147;0.079308;;;;
Image ret;0.001315;1.315;stereoCalib;0.052352;52.352000;colorDetect;0.013726;13.726000;udp;9.5e-05;0.095;0.067488;;;;
Image ret;0.000803;0.803;stereoCalib;0.029361;29.361000;colorDetect;0.012627;12.627000;udp;9.6e-05;0.096;0.042887;;;;
Image ret;0.000833;0.833;stereoCalib;0.032127;32.127000;colorDetect;0.012734;12.734000;udp;0.000104;0.104;0.045798;;;;
Image ret;0.000975;0.975;stereoCalib;0.033418;33.418000;colorDetect;0.012697;12.697000;udp;0.0001;0.1;0.04719;;;;
Image ret;0.000898;0.898;stereoCalib;0.034043;34.043000;colorDetect;0.012724;12.724000;udp;0.000106;0.106;0.047771;;;;
Image ret;0.000833;0.833;stereoCalib;0.030223;30.223000;colorDetect;0.013992;13.992000;udp;9.4e-05;0.094;0.045142;;;;
Image ret;0.00083;0.83;stereoCalib;0.029657;29.657000;colorDetect;0.012592;12.592000;udp;9.2e-05;0.092;0.043171;;;;
Image ret;0.000831;0.831;stereoCalib;0.028581;28.581000;colorDetect;0.013514;13.514000;udp;9.1e-05;0.091;0.043017;;;;
Image ret;0.000942;0.942;stereoCalib;0.027999;27.999000;colorDetect;0.015015;15.015000;udp;0.000123;0.123;0.044079;;;;
Image ret;0.00084;0.84;stereoCalib;0.028216;28.216000;colorDetect;0.014342;14.342000;udp;9.4e-05;0.094;0.043492;;;;
Image ret;0.000805;0.805;stereoCalib;0.027853;27.853000;colorDetect;0.013829;13.829000;udp;9.9e-05;0.099;0.042586;;;;
Image ret;0.000788;0.788;stereoCalib;0.027858;27.858000;colorDetect;0.013384;13.384000;udp;9.5e-05;0.095;0.042125;;;;
Image ret;0.000794;0.794;stereoCalib;0.029149;29.149000;colorDetect;0.012765;12.765000;udp;0.000102;0.102;0.04281;;;;
Image ret;0.000837;0.837;stereoCalib;0.030835;30.835000;colorDetect;0.012811;12.811000;udp;0.000115;0.115;0.044598;;;;
Image ret;0.001667;1.667;stereoCalib;0.03291;32.910000;colorDetect;0.013918;13.918000;udp;8.9e-05;0.089;0.048584;;;;
Image ret;0.000815;0.815;stereoCalib;0.029786;29.786000;colorDetect;0.012783;12.783000;udp;0.00011;0.11;0.043494;;;;
Image ret;0.000796;0.796;stereoCalib;0.030066;30.066000;colorDetect;0.013545;13.545000;udp;9.9e-05;0.099;0.044506;;;;
Image ret;0.000799;0.799;stereoCalib;0.028167;28.167000;colorDetect;0.01375;13.750000;udp;0.000104;0.104;0.04282;;;;
Image ret;0.000866;0.866;stereoCalib;0.02925;29.250000;colorDetect;0.014504;14.504000;udp;0.000129;0.129;0.044749;;;;
Image ret;0.001015;1.015;stereoCalib;0.038001;38.001000;colorDetect;0.02667;26.670000;udp;0.000148;0.148;0.065834;;;;
Image ret;0.001259;1.259;stereoCalib;0.055014;55.014000;colorDetect;0.017404;17.404000;udp;9.4e-05;0.094;0.073771;;;;
Image ret;0.000881;0.881;stereoCalib;0.030319;30.319000;colorDetect;0.012919;12.919000;udp;9.1e-05;0.091;0.04421;;;;
Image ret;0.000827;0.827;stereoCalib;0.028182;28.182000;colorDetect;0.012765;12.765000;udp;0.000132;0.132;0.041906;;;;
Image ret;0.001023;1.023;stereoCalib;0.03084;30.840000;colorDetect;0.013524;13.524000;udp;9.4e-05;0.094;0.045481;;;;
Image ret;0.000801;0.801;stereoCalib;0.031529;31.529000;colorDetect;0.012632;12.632000;udp;0.000115;0.115;0.045077;;;;
Image ret;0.000808;0.808;stereoCalib;0.03286;32.860000;colorDetect;0.012622;12.622000;udp;9.6e-05;0.096;0.046386;;;;
Image ret;0.000994;0.994;stereoCalib;0.033637;33.637000;colorDetect;0.012524;12.524000;udp;0.000123;0.123;0.047278;;;;
Image ret;0.000797;0.797;stereoCalib;0.029513;29.513000;colorDetect;0.0135;13.500000;udp;0.000105;0.105;0.043915;;;;
Image ret;0.00081;0.81;stereoCalib;0.029604;29.604000;colorDetect;0.013001;13.001000;udp;0.000221;0.221;0.043636;;;;
Image ret;0.000912;0.912;stereoCalib;0.028212;28.212000;colorDetect;0.014178;14.178000;udp;9.3e-05;0.093;0.043395;;;;
Image ret;0.00083;0.83;stereoCalib;0.02808;28.080000;colorDetect;0.012564;12.564000;udp;0.000129;0.129;0.041603;;;;
Image ret;0.00078;0.78;stereoCalib;0.029865;29.865000;colorDetect;0.01391;13.910000;udp;0.000163;0.163;0.044718;;;;
Image ret;0.000806;0.806;stereoCalib;0.028011;28.011000;colorDetect;0.012536;12.536000;udp;0.000116;0.116;0.041469;;;;
Image ret;0.001015;1.015;stereoCalib;0.029885;29.885000;colorDetect;0.013911;13.911000;udp;0.000134;0.134;0.044945;;;;
Image ret;0.000796;0.796;stereoCalib;0.028009;28.009000;colorDetect;0.012587;12.587000;udp;0.000116;0.116;0.041508;;;;
Image ret;0.000855;0.855;stereoCalib;0.02987;29.870000;colorDetect;0.014016;14.016000;udp;9e-05;0.09;0.044831;;;;
Image ret;0.00081;0.81;stereoCalib;0.027957;27.957000;colorDetect;0.012527;12.527000;udp;0.00011;0.11;0.041404;;;;
Image ret;0.000936;0.936;stereoCalib;0.045134;45.134000;colorDetect;0.026545;26.545000;udp;0.000149;0.149;0.072764;;;;
Image ret;0.001374;1.374;stereoCalib;0.055276;55.276000;colorDetect;0.026651;26.651000;udp;9.1e-05;0.091;0.083392;;;;
Image ret;0.000989;0.989;stereoCalib;0.028784;28.784000;colorDetect;0.013357;13.357000;udp;0.000134;0.134;0.043264;;;;
Image ret;0.000877;0.877;stereoCalib;0.029461;29.461000;colorDetect;0.013826;13.826000;udp;9.5e-05;0.095;0.044259;;;;
Image ret;0.0008;0.8;stereoCalib;0.029309;29.309000;colorDetect;0.012712;12.712000;udp;0.000115;0.115;0.042936;;;;
Image ret;0.000792;0.792;stereoCalib;0.029191;29.191000;colorDetect;0.013504;13.504000;udp;0.000104;0.104;0.043591;;;;
Image ret;0.0008;0.8;stereoCalib;0.029685;29.685000;colorDetect;0.013985;13.985000;udp;9.6e-05;0.096;0.044566;;;;
Image ret;0.00087;0.87;stereoCalib;0.029303;29.303000;colorDetect;0.013936;13.936000;udp;9.3e-05;0.093;0.044202;;;;
Image ret;0.000833;0.833;stereoCalib;0.029712;29.712000;colorDetect;0.013872;13.872000;udp;0.00011;0.11;0.044527;;;;
Image ret;0.00097;0.97;stereoCalib;0.031463;31.463000;colorDetect;0.012617;12.617000;udp;9.5e-05;0.095;0.045145;;;;
Image ret;0.000807;0.807;stereoCalib;0.031656;31.656000;colorDetect;0.012603;12.603000;udp;0.000104;0.104;0.04517;;;;
Image ret;0.000818;0.818;stereoCalib;0.032142;32.142000;colorDetect;0.01268;12.680000;udp;0.00012;0.12;0.04576;;;;
Image ret;0.001002;1.002;stereoCalib;0.031123;31.123000;colorDetect;0.012534;12.534000;udp;0.000106;0.106;0.044765;;;;
